frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
194,6514.1,,,,,,,,,,9,516,195,,,,,,,9,681,200,,,,,,,,,,,,,,,,7,684,36,,,,,,
195,6549.7,,,,,,,,,,9,517,190,,,,,,,9,682,192,,,,,,,,,,,,,,,,7,683,27,,,,,,
196,6581.9,,,,,,,,,,9,518,190,,,,,,,9,682,196,,,,,,,,,,,,,,,,8,685,30,,,,,,
197,6613.9,,,,,,,,,,9,518,191,,,,,,,9,683,199,,,,,,,,,,,,,,,,7,688,33,,,,,,
198,6650.3,,,,,,,,,,9,519,192,,,,,,,9,683,203,,,,,,,,,,,,,,,,7,691,37,,,,,,
199,6681.6,,,,,,,,,,9,519,193,,,,,,,9,683,206,,,,,,,,,,,,,,,,7,694,40,,,,,,
200,6713.8,,,,,,,,,,9,520,193,,,,,,,9,684,209,,,,,,,,,,,,,,,,7,697,43,,,,,,
201,6781.4,,,,,,,,,,9,521,194,,,,,,,9,684,215,,,,,,,,,,,,,,,,7,703,50,,,,,,
202,6813.9,,,,,,,,,,9,522,193,,,,,,,9,685,217,,,,,,,,,,,,,,,,7,705,53,,,,,,
203,6849.8,,,,,,,,,,9,522,193,,,,,,,9,685,220,,,,,,,,,,,,,,,,7,708,56,,,,,,
204,6881.7,,,,,,,,,,9,523,193,,,,,,,9,685,222,,,,,,,,,,,,,,,,7,711,59,,,,,,
205,6914.2,,,,,,,,,,9,524,193,,,,,,,9,685,224,,,,,,,,,,,,,,,,7,714,61,,,,,,
206,6949.7,,,,,,,,,,9,525,192,,,,,,,9,686,226,,,,,,,,,,,,,,,,7,717,64,,,,,,
207,6982.1,,,,,,,,,,9,525,192,,,,,,,9,686,228,,,,,,,,,,,,,,,,7,720,66,,,,,,
208,7014.8,,,,,,,,,,9,526,191,,,,,,,9,686,231,,,,,,,,,,,,,,,,8,723,69,,,,,,
209,7049.7,,,,,,,,,,9,527,190,,,,,,,9,686,232,,,,,,,,,,,,,,,,8,725,71,,,,,,
210,7081.8,,,,,,,,,,9,528,189,,,,,,,9,686,233,,,,,,,,,,,,,,,,7,728,73,,,,,,
211,7114.3,,,,,,,,,,9,529,188,,,,,,,9,687,235,,,,,,,,,,,,,,,,7,730,75,,,,,,
212,7149.6,,,,,,,,,,9,530,186,,,,,,,9,687,236,,,,,,,,,,,,,,,,8,733,77,,,,,,
213,7181.8,,,,,,,,,,9,530,186,,,,,,,9,687,237,,,,,,,,,,,,,,,,8,735,79,,,,,,
214,7214.0,,,,,,,,,,9,532,186,,,,,,,9,688,238,,,,,,,,,,,,,,,,7,737,80,,,,,,
215,7250.8,,,,,,,,,,9,533,186,,,,,,,9,690,239,,,,,,,,,,,,,,,,7,739,81,,,,,,
216,7284.4,,,,,,,,,,9,535,187,,,,,,,9,690,240,,,,,,,,,,,,,,,,7,741,82,,,,,,
217,7320.2,,,,,,,,,,9,536,186,,,,,,,9,691,241,,,,,,,,,,,,,,,,7,742,83,,,,,,
218,7349.7,,,,,,,,,,9,537,186,,,,,,,9,692,241,,,,,,,,,,,,,,,,7,745,85,,,,,,
219,7382.1,,,,,,,,,,9,539,186,,,,,,,9,694,242,,,,,,,,,,,,,,,,7,746,86,,,,,,
220,7414.2,,,,,,,,,,9,540,185,,,,,,,9,695,242,,,,,,,,,,,,,,,,8,748,86,,,,,,
221,7449.9,,,,,,,,,,9,541,185,,,,,,,9,696,242,,,,,,,,,,,,,,,,7,750,86,,,,,,
222,7481.9,,,,,,,,,,9,543,184,,,,,,,8,697,243,,,,,,,,,,,,,,,,7,752,87,,,,,,
223,7513.7,,,,,,,,,,9,544,184,,,,,,,9,698,242,,,,,,,,,,,,,,,,7,753,87,,,,,,
224,7554.6,,,,,,,,,,9,545,185,,,,,,,8,700,243,,,,,,,,,,,,,,,,8,755,87,,,,,,
225,7592.2,,,,,,,,,,9,547,185,,,,,,,9,702,243,,,,,,,,,,,,,,,,7,756,87,,,,,,
226,7615.0,,,,,,,,,,9,549,185,,,,,,,9,703,243,,,,,,,,,,,,,,,,7,758,86,,,,,,
227,7654.0,,,,,,,,,,9,550,185,,,,,,,9,705,242,,,,,,,,,,,,,,,,7,759,86,,,,,,
228,7682.0,,,,,,,,,,9,552,185,,,,,,,9,707,241,,,,,,,,,,,,,,,,7,760,86,,,,,,
229,7724.7,,,,,,,,,,9,554,185,,,,,,,9,709,241,,,,,,,,,,,,,,,,7,761,85,,,,,,
230,7756.6,,,,,,,,,,9,555,185,,,,,,,8,711,241,,,,,,,,,,,,,,,,8,763,84,,,,,,
231,7781.8,,,,,,,,,,9,557,185,,,,,,,9,712,240,,,,,,,,,,,,,,,,7,764,83,,,,,,
232,7814.7,,,,,,,,,,9,559,186,,,,,,,9,715,239,,,,,,,,,,,,,,,,7,765,82,,,,,,
233,7853.5,,,,,,,,,,9,561,186,,,,,,,9,717,238,,,,,,,,,,,,,,,,7,766,80,,,,,,
234,7881.7,,,,,,,,,,9,562,187,,,,,,,9,719,237,,,,,,,,,,,,,,,,7,766,79,,,,,,
235,7914.6,,,,,,,,,,9,564,187,,,,,,,9,722,236,,,,,,,,,,,,,,,,7,767,77,,,,,,
236,7949.8,,,,,,,,,,9,566,187,,,,,,,9,724,234,,,,,,,,,,,,,,,,7,768,76,,,,,,
237,7981.6,,,,,,,,,,9,568,187,,,,,,,9,726,233,,,,,,,,,,,,,,,,7,769,74,,,,,,
238,8014.1,,,,,,,,,,9,570,188,,,,,,,9,729,231,,,,,,,,,,,,,,,,7,770,72,,,,,,
239,8049.7,,,,,,,,,,9,572,188,,,,,,,8,732,230,,,,,,,,,,,,,,,,7,770,70,,,,,,
240,8081.8,,,,,,,,,,9,574,188,,,,,,,9,734,228,,,,,,,,,,,,,,,,7,771,68,,,,,,
241,8114.0,,,,,,,,,,9,577,189,,,,,,,9,737,226,,,,,,,,,,,,,,,,7,772,66,,,,,,
242,8149.8,,,,,,,,,,9,579,189,,,,,,,9,740,224,,,,,,,,,,,,,,,,7,772,63,,,,,,
243,8186.6,,,,,,,,,,9,581,190,,,,,,,9,742,222,,,,,,,,,,,,,,,,7,773,61,,,,,,
244,8216.2,,,,,,,,,,9,583,190,,,,,,,9,745,220,,,,,,,,,,,,,,,,7,773,58,,,,,,
245,8249.7,,,,,,,,,,9,586,190,,,,,,,9,748,218,,,,,,,,,,,,,,,,7,774,56,,,,,,
246,8281.8,,,,,,,,,,9,589,190,,,,,,,9,751,216,,,,,,,,,,,,,,,,8,775,53,,,,,,
247,8319.8,,,,,,,,,,9,591,190,,,,,,,9,754,214,,,,,,,,,,,,,,,,8,775,50,,,,,,
248,8349.7,,,,,,,,,,9,594,190,,,,,,,9,757,211,,,,,,,,,,,,,,,,7,776,48,,,,,,
249,8381.7,,,,,,,,,,9,597,191,,,,,,,9,760,209,,,,,,,,,,,,,,,,7,776,45,,,,,,
250,8413.7,,,,,,,,,,9,599,191,,,,,,,9,764,206,,,,,,,,,,,,,,,,7,777,42,,,,,,
251,8449.4,,,,,,,,,,9,603,191,,,,,,,9,767,203,,,,,,,,,,,,,,,,7,777,39,,,,,,
252,8482.5,,,,,,,,,,9,606,190,,,,,,,9,770,200,,,,,,,,,,,,,,,,7,778,36,,,,,,
253,8513.9,,,,,,,,,,9,609,190,,,,,,,9,773,197,,,,,,,,,,,,,,,,7,778,33,,,,,,
254,8549.5,,,,,,,,,,9,612,190,,,,,,,9,776,194,,,,,,,,,,,,,,,,7,778,30,,,,,,
255,8582.7,,,,,,,,,,9,613,190,,,,,,,8,778,194,,,,,,,,,,,,,,,,7,780,29,,,,,,
256,8614.1,,,,,,,,,,9,614,190,,,,,,,9,779,195,,,,,,,,,,,,,,,,7,781,30,,,,,,
257,8649.7,,,,,,,,,,9,615,191,,,,,,,9,779,196,,,,,,,,,,,,,,,,7,783,31,,,,,,
258,8681.7,,,,,,,,,,9,616,191,,,,,,,9,780,197,,,,,,,,,,,,,,,,8,785,33,,,,,,
259,8713.7,,,,,,,,,,9,617,191,,,,,,,9,781,199,,,,,,,,,,,,,,,,7,786,34,,,,,,
260,8749.8,,,,,,,,,,9,617,191,,,,,,,9,782,199,,,,,,,,,,,,,,,,7,788,34,,,,,,
261,8781.9,,,,,,,,,,9,618,191,,,,,,,9,782,200,,,,,,,,,,,,,,,,7,789,35,,,,,,
262,8815.1,,,,,,,,,,9,619,191,,,,,,,9,783,200,,,,,,,,,,,,,,,,7,791,36,,,,,,
263,8849.7,,,,,,,,,,9,620,191,,,,,,,9,784,201,,,,,,,,,,,,,,,,7,792,37,,,,,,
264,8881.7,,,,,,,,,,9,621,191,,,,,,,9,785,201,,,,,,,,,,,,,,,,7,794,37,,,,,,
265,8913.9,,,,,,,,,,9,622,191,,,,,,,9,786,202,,,,,,,,,,,,,,,,7,795,38,,,,,,
266,8949.8,,,,,,,,,,9,623,191,,,,,,,9,787,202,,,,,,,,,,,,,,,,7,796,37,,,,,,
267,8981.9,,,,,,,,,,9,624,191,,,,,,,9,788,202,,,,,,,,,,,,,,,,7,798,37,,,,,,
268,9014.0,,,,,,,,,,9,626,191,,,,,,,9,790,201,,,,,,,,,,,,,,,,7,799,38,,,,,,
269,9049.9,,,,,,,,,,9,627,191,,,,,,,9,791,201,,,,,,,,,,,,,,,,7,800,37,,,,,,
270,9081.6,,,,,,,,,,9,628,191,,,,,,,9,792,201,,,,,,,,,,,,,,,,8,801,37,,,,,,
271,9115.0,,,,,,,,,,9,629,190,,,,,,,9,794,200,,,,,,,,,,,,,,,,7,802,36,,,,,,
272,9149.7,,,,,,,,,,9,631,191,,,,,,,9,795,200,,,,,,,,,,,,,,,,7,803,36,,,,,,
273,9181.8,,,,,,,,,,9,633,191,,,,,,,9,797,199,,,,,,,,,,,,,,,,7,803,35,,,,,,
274,9213.7,,,,,,,,,,9,634,191,,,,,,,9,798,198,,,,,,,,,,,,,,,,8,804,34,,,,,,
275,9249.4,,,,,,,,,,9,635,191,,,,,,,9,800,197,,,,,,,,,,,,,,,,7,805,33,,,,,,
276,9281.9,,,,,,,,,,9,637,190,,,,,,,9,802,196,,,,,,,,,,,,,,,,8,806,32,,,,,,
277,9314.2,,,,,,,,,,9,639,191,,,,,,,9,804,195,,,,,,,,,,,,,,,,7,806,31,,,,,,
278,9349.9,,,,,,,,,,9,640,190,,,,,,,9,805,193,,,,,,,,,,,,,,,,7,807,29,,,,,,
279,9384.6,,,,,,,,,,9,642,191,,,,,,,9,806,194,,,,,,,,,,,,,,,,7,808,29,,,,,,
280,9414.3,,,,,,,,,,9,642,191,,,,,,,9,807,194,,,,,,,,,,,,,,,,8,809,30,,,,,,
281,9450.3,,,,,,,,,,9,643,191,,,,,,,9,807,195,,,,,,,,,,,,,,,,7,810,31,,,,,,
282,9484.3,,,,,,,,,,9,643,191,,,,,,,9,808,196,,,,,,,,,,,,,,,,7,810,32,,,,,,
283,9514.0,,,,,,,,,,9,644,191,,,,,,,9,808,196,,,,,,,,,,,,,,,,7,812,32,,,,,,
284,9551.0,,,,,,,,,,9,644,191,,,,,,,9,809,197,,,,,,,,,,,,,,,,7,813,32,,,,,,
285,9584.7,,,,,,,,,,9,645,191,,,,,,,9,809,197,,,,,,,,,,,,,,,,7,814,33,,,,,,
286,9613.7,,,,,,,,,,9,645,191,,,,,,,9,809,197,,,,,,,,,,,,,,,,8,814,33,,,,,,
287,9649.6,,,,,,,,,,9,645,191,,,,,,,9,809,197,,,,,,,,,,,,,,,,7,814,33,,,,,,
288,9682.7,,,,,,,,,,9,645,192,,,,,,,9,809,198,,,,,,,,,,,,,,,,7,814,33,,,,,,
289,9714.0,,,,,,,,,,9,645,194,,,,,,,9,810,199,,,,,,,,,,,,,,,,7,814,35,,,,,,
290,9749.6,,,,,,,,,,9,645,195,,,,,,,9,809,200,,,,,,,,,,,,,,,,7,814,36,,,,,,
291,9781.8,,,,,,,,,,9,645,196,,,,,,,9,810,203,,,,,,,,,,,,,,,,7,814,38,,,,,,
292,9813.8,,,,,,,,,,9,646,200,,,,,,,9,810,206,,,,,,,,,,,,,,,,7,814,41,,,,,,
293,9913.4,,,,,,,,,,9,646,210,,,,,,,9,811,215,,,,,,,,,,,,,,,,7,814,49,,,,,,
294,9950.2,,,,,,,,,,9,647,216,,,,,,,9,811,219,,,,,,,,,,,,,,,,7,814,53,,,,,,
295,9981.8,,,,,,,,,,9,647,222,,,,,,,9,812,223,,,,,,,,,,,,,,,,7,813,58,,,,,,
296,10016.7,,,,,,,,,,9,648,226,,,,,,,9,812,228,,,,,,,,,,,,,,,,8,813,62,,,,,,
297,10049.7,,,,,,,,,,9,649,233,,,,,,,9,813,232,,,,,,,,,,,,,,,,7,812,67,,,,,,
298,10081.7,,,,,,,,,,9,651,242,,,,,,,9,816,238,,,,,,,,,,,,,,,,7,811,72,,,,,,
299,10113.7,,,,,,,,,,9,655,251,,,,,,,9,819,243,,,,,,,,,,,,,,,,8,810,77,,,,,,
300,10149.7,,,,,,,,,,9,657,260,,,,,,,9,821,250,,,,,,,,,,,,,,,,7,810,84,,,,,,
301,10182.1,,,,,,,,,,9,658,268,,,,,,,9,822,256,,,,,,,,,,,,,,,,7,810,90,,,,,,
302,10213.7,,,,,,,,,,9,660,277,,,,,,,9,823,263,,,,,,,,,,,,,,,,7,810,98,,,,,,
303,10249.5,,,,,,,,,,9,662,287,,,,,,,9,826,271,,,,,,,,,,,,,,,,7,810,106,,,,,,
304,10281.8,,,,,,,,,,9,666,298,,,,,,,9,829,279,,,,,,,,,,,,,,,,7,810,114,,,,,,
305,10314.2,,,,,,,,,,9,670,310,,,,,,,9,833,287,,,,,,,,,,,,,,,,7,810,122,,,,,,
306,10349.6,,,,,,,,,,9,675,322,,,,,,,9,838,295,,,,,,,,,,,,,,,,7,811,131,,,,,,
307,10381.7,,,,,,,,,,9,682,335,,,,,,,9,843,303,,,,,,,,,,,,,,,,7,811,141,,,,,,
308,10414.0,,,,,,,,,,9,686,349,,,,,,,8,847,314,,,,,,,,,,,,,,,,7,812,151,,,,,,
309,10449.8,,,,,,,,,,8,693,364,,,,,,,9,852,323,,,,,,,,,,,,,,,,7,812,163,,,,,,
310,10481.8,,,,,,,,,,9,702,379,,,,,,,9,859,332,,,,,,,,,,,,,,,,7,813,174,,,,,,
311,10514.4,,,,,,,,,,8,712,395,,,,,,,9,867,340,,,,,,,,,,,,,,,,7,814,185,,,,,,
312,10549.5,,,,,,,,,,9,722,410,,,,,,,8,875,348,,,,,,,,,,,,,,,,7,814,195,,,,,,
313,10583.7,,,,,,,,,,9,732,425,,,,,,,9,882,356,,,,,,,,,,,,,,,,7,814,207,,,,,,
314,10614.0,,,,,,,,,,9,742,440,,,,,,,9,889,364,,,,,,,,,,,,,,,,7,814,218,,,,,,
315,10649.7,,,,,,,,,,8,753,454,,,,,,,9,896,371,,,,,,,,,,,,,,,,7,814,229,,,,,,
316,10681.9,,,,,,,,,,9,764,468,,,,,,,9,903,379,,,,,,,,,,,,,,,,7,815,242,,,,,,
317,10713.8,,,,,,,,,,8,774,482,,,,,,,9,909,387,,,,,,,,,,,,,,,,7,814,253,,,,,,
318,10749.7,,,,,,,,,,9,785,496,,,,,,,9,915,394,,,,,,,,,,,,,,,,7,814,266,,,,,,
319,10781.7,,,,,,,,,,9,796,509,,,,,,,9,921,401,,,,,,,,,,,,,,,,7,815,278,,,,,,
320,10813.7,,,,,,,,,,8,807,523,,,,,,,9,927,409,,,,,,,,,,,,,,,,7,815,291,,,,,,
321,10852.0,,,,,,,,,,8,818,535,,,,,,,9,932,416,,,,,,,,,,,,,,,,7,815,303,,,,,,
322,10882.5,,,,,,,,,,9,830,548,,,,,,,9,938,424,,,,,,,,,,,,,,,,7,815,316,,,,,,
323,10915.7,,,,,,,,,,9,841,560,,,,,,,9,944,431,,,,,,,,,,,,,,,,7,815,330,,,,,,
324,10949.8,,,,,,,,,,9,852,572,,,,,,,9,948,438,,,,,,,,,,,,,,,,7,816,344,,,,,,
325,10981.7,,,,,,,,,,9,863,584,,,,,,,9,953,446,,,,,,,,,,,,,,,,7,816,357,,,,,,
326,11014.1,,,,,,,,,,9,874,596,,,,,,,9,958,453,,,,,,,,,,,,,,,,7,817,372,,,,,,
327,11049.6,,,,,,,,,,9,886,607,,,,,,,9,962,461,,,,,,,,,,,,,,,,7,817,386,,,,,,
328,11082.2,,,,,,,,,,9,897,618,,,,,,,9,967,468,,,,,,,,,,,,,,,,7,818,400,,,,,,
329,11113.8,,,,,,,,,,9,908,629,,,,,,,9,971,477,,,,,,,,,,,,,,,,7,819,415,,,,,,
330,11149.9,,,,,,,,,,9,919,640,,,,,,,9,975,485,,,,,,,,,,,,,,,,7,821,430,,,,,,
331,11182.0,,,,,,,,,,9,931,651,,,,,,,8,978,492,,,,,,,,,,,,,,,,7,822,446,,,,,,
332,11213.6,,,,,,,,,,9,942,661,,,,,,,8,982,501,,,,,,,,,,,,,,,,7,824,461,,,,,,
333,11249.8,,,,,,,,,,9,953,671,,,,,,,8,986,509,,,,,,,,,,,,,,,,7,825,477,,,,,,
334,11281.9,,,,,,,,,,9,964,681,,,,,,,9,989,518,,,,,,,,,,,,,,,,7,827,493,,,,,,
335,11318.5,,,,,,,,,,9,975,691,,,,,,,9,992,526,,,,,,,,,,,,,,,,7,830,509,,,,,,
336,11349.5,,,,,,,,,,9,986,700,,,,,,,9,996,535,,,,,,,,,,,,,,,,7,832,525,,,,,,
337,11382.1,,,,,,,,,,9,996,710,,,,,,,8,999,545,,,,,,,,,,,,,,,,7,835,542,,,,,,
338,11416.7,,,,,,,,,,9,1007,719,,,,,,,8,1001,554,,,,,,,,,,,,,,,,7,838,559,,,,,,
339,11449.8,,,,,,,,,,9,1016,722,,,,,,,9,996,558,,,,,,,,,,,,,,,,7,834,580,,,,,,
340,11483.9,,,,,,,,,,9,1024,719,,,,,,,9,981,561,,,,,,,,,,,,,,,,6,823,605,,,,,,
341,11516.7,,,,,,,,,,9,1030,715,,,,,,,8,964,565,,,,,,,,,,,,,,,,7,814,632,,,,,,
342,11549.5,,,,,,,,,,9,1033,710,,,,,,,8,946,571,,,,,,,,,,,,,,,,6,808,660,,,,,,
343,11581.8,,,,,,,,,,9,1035,704,,,,,,,8,928,579,,,,,,,,,,,,,,,,7,804,689,,,,,,
344,11613.6,,,,,,,,,,9,1034,699,,,,,,,8,909,591,,,,,,,,,,,,,,,,7,804,718,,,,,,
345,11652.6,,,,,,,,,,9,1030,693,,,,,,,8,890,605,,,,,,,,,,,,,,,,7,805,747,,,,,,
346,11682.1,,,,,,,,,,9,1023,689,,,,,,,8,872,622,,,,,,,,,,,,,,,,7,810,775,,,,,,
347,11715.9,,,,,,,,,,9,1015,684,,,,,,,8,856,641,,,,,,,,,,,,,,,,7,817,802,,,,,,
348,11749.5,,,,,,,,,,9,1005,682,,,,,,,8,840,662,,,,,,,,,,,,,,,,7,826,828,,,,,,
349,11781.7,,,,,,,,,,9,992,681,,,,,,,8,827,686,,,,,,,,,,,,,,,,7,837,853,,,,,,
350,11813.7,,,,,,,,,,9,978,682,,,,,,,8,815,712,,,,,,,,,,,,,,,,7,851,876,,,,,,
351,11849.6,,,,,,,,,,9,963,685,,,,,,,7,806,739,,,,,,,,,,,,,,,,7,866,896,,,,,,
352,11881.8,,,,,,,,,,9,946,691,,,,,,,7,799,768,,,,,,,,,,,,,,,,7,880,914,,,,,,
353,11914.1,,,,,,,,,,9,929,699,,,,,,,7,795,798,,,,,,,,,,,,,,,,7,896,930,,,,,,
354,11949.5,,,,,,,,,,9,910,710,,,,,,,7,793,828,,,,,,,,,,,,,,,,7,913,943,,,,,,
355,11981.7,,,,,,,,,,9,893,723,,,,,,,7,794,858,,,,,,,,,,,,,,,,7,929,954,,,,,,
356,12013.8,,,,,,,,,,9,876,739,,,,,,,7,799,888,,,,,,,,,,,,,,,,7,944,962,,,,,,
357,12049.9,,,,,,,,,,9,859,758,,,,,,,7,805,917,,,,,,,,,,,,,,,,7,959,968,,,,,,
358,12081.8,,,,,,,,,,9,843,779,,,,,,,7,813,945,,,,,,,,,,,,,,,,7,973,971,,,,,,
359,12113.6,,,,,,,,,,9,830,803,,,,,,,7,825,973,,,,,,,,,,,,,,,,7,986,974,,,,,,
360,12149.9,,,,,,,,,,9,817,828,,,,,,,8,835,996,,,,,,,,,,,,,,,,7,996,974,,,,,,
361,12181.7,,,,,,,,,,9,820,822,,,,,,,7,826,987,,,,,,,,,,,,,,,,7,987,979,,,,,,
362,12214.4,,,,,,,,,,9,825,813,,,,,,,7,816,978,,,,,,,,,,,,,,,,7,977,985,,,,,,
363,12249.8,,,,,,,,,,9,830,804,,,,,,,7,807,968,,,,,,,,,,,,,,,,7,968,990,,,,,,
364,12281.8,,,,,,,,,,9,836,796,,,,,,,7,800,958,,,,,,,,,,,,,,,,7,958,992,,,,,,
365,12313.9,,,,,,,,,,9,838,790,,,,,,,8,797,950,,,,,,,,,,,,,,,,7,955,988,,,,,,
366,12350.5,,,,,,,,,,9,839,783,,,,,,,8,795,943,,,,,,,,,,,,,,,,7,951,985,,,,,,
367,12381.6,,,,,,,,,,9,840,777,,,,,,,8,792,935,,,,,,,,,,,,,,,,7,947,981,,,,,,
368,12413.6,,,,,,,,,,9,842,770,,,,,,,8,789,927,,,,,,,,,,,,,,,,7,944,977,,,,,,
369,12449.4,,,,,,,,,,9,843,764,,,,,,,8,787,919,,,,,,,,,,,,,,,,7,940,974,,,,,,
370,12481.7,,,,,,,,,,9,845,758,,,,,,,8,785,912,,,,,,,,,,,,,,,,7,937,970,,,,,,
371,12514.0,,,,,,,,,,9,847,753,,,,,,,8,783,905,,,,,,,,,,,,,,,,8,934,967,,,,,,
372,12549.7,,,,,,,,,,9,849,747,,,,,,,8,781,897,,,,,,,,,,,,,,,,7,930,963,,,,,,
373,12581.9,,,,,,,,,,9,851,742,,,,,,,8,779,890,,,,,,,,,,,,,,,,7,927,960,,,,,,
374,12613.8,,,,,,,,,,9,852,736,,,,,,,8,778,883,,,,,,,,,,,,,,,,7,924,956,,,,,,
375,12649.5,,,,,,,,,,9,855,731,,,,,,,8,776,875,,,,,,,,,,,,,,,,7,920,953,,,,,,
376,12690.8,,,,,,,,,,9,857,727,,,,,,,8,775,869,,,,,,,,,,,,,,,,7,917,950,,,,,,
377,12713.9,,,,,,,,,,9,859,722,,,,,,,8,774,862,,,,,,,,,,,,,,,,7,914,946,,,,,,
378,12749.7,,,,,,,,,,9,861,717,,,,,,,8,772,855,,,,,,,,,,,,,,,,7,911,943,,,,,,
379,12781.7,,,,,,,,,,9,864,713,,,,,,,8,771,848,,,,,,,,,,,,,,,,8,908,939,,,,,,
380,12816.6,,,,,,,,,,9,866,708,,,,,,,8,771,841,,,,,,,,,,,,,,,,8,904,936,,,,,,
381,12849.8,,,,,,,,,,9,869,704,,,,,,,8,770,835,,,,,,,,,,,,,,,,7,901,933,,,,,,
382,12881.9,,,,,,,,,,9,871,700,,,,,,,8,769,828,,,,,,,,,,,,,,,,8,899,930,,,,,,
383,12913.8,,,,,,,,,,9,874,696,,,,,,,8,769,822,,,,,,,,,,,,,,,,7,896,926,,,,,,
384,12956.0,,,,,,,,,,9,876,693,,,,,,,8,768,816,,,,,,,,,,,,,,,,8,893,923,,,,,,
385,12981.7,,,,,,,,,,9,879,689,,,,,,,8,768,809,,,,,,,,,,,,,,,,7,890,920,,,,,,
386,13013.7,,,,,,,,,,9,882,686,,,,,,,8,768,803,,,,,,,,,,,,,,,,7,887,917,,,,,,
387,13049.6,,,,,,,,,,9,885,683,,,,,,,8,768,797,,,,,,,,,,,,,,,,7,885,914,,,,,,
388,13084.6,,,,,,,,,,9,888,680,,,,,,,8,768,791,,,,,,,,,,,,,,,,8,882,911,,,,,,
389,13113.8,,,,,,,,,,9,891,677,,,,,,,8,769,786,,,,,,,,,,,,,,,,8,879,907,,,,,,
390,13149.6,,,,,,,,,,9,894,674,,,,,,,8,769,780,,,,,,,,,,,,,,,,8,877,904,,,,,,
391,13182.1,,,,,,,,,,9,897,672,,,,,,,8,770,774,,,,,,,,,,,,,,,,7,875,901,,,,,,
392,13214.5,,,,,,,,,,9,901,670,,,,,,,8,770,769,,,,,,,,,,,,,,,,8,872,898,,,,,,
393,13249.8,,,,,,,,,,9,904,667,,,,,,,8,771,764,,,,,,,,,,,,,,,,8,870,895,,,,,,
394,13281.6,,,,,,,,,,9,907,666,,,,,,,8,772,758,,,,,,,,,,,,,,,,8,868,892,,,,,,
395,13314.4,,,,,,,,,,9,911,664,,,,,,,8,773,753,,,,,,,,,,,,,,,,7,866,889,,,,,,
396,13349.7,,,,,,,,,,9,913,661,,,,,,,8,774,748,,,,,,,,,,,,,,,,8,865,886,,,,,,
397,13381.7,,,,,,,,,,9,910,657,,,,,,,8,770,743,,,,,,,,,,,,,,,,7,859,881,,,,,,
398,13414.5,,,,,,,,,,9,901,651,,,,,,,8,761,737,,,,,,,,,,,,,,,,7,849,875,,,,,,
399,13450.3,,,,,,,,,,9,890,645,,,,,,,8,749,731,,,,,,,,,,,,,,,,7,837,869,,,,,,
400,13482.5,,,,,,,,,,9,880,640,,,,,,,8,738,723,,,,,,,,,,,,,,,,7,822,863,,,,,,
401,13514.2,,,,,,,,,,9,869,635,,,,,,,8,726,716,,,,,,,,,,,,,,,,7,808,857,,,,,,
402,13549.8,,,,,,,,,,9,859,631,,,,,,,8,714,708,,,,,,,,,,,,,,,,7,794,851,,,,,,
403,13581.8,,,,,,,,,,9,849,626,,,,,,,7,703,701,,,,,,,,,,,,,,,,7,780,845,,,,,,
404,13613.7,,,,,,,,,,9,839,622,,,,,,,8,692,694,,,,,,,,,,,,,,,,7,766,840,,,,,,
405,13652.6,,,,,,,,,,9,829,617,,,,,,,8,680,687,,,,,,,,,,,,,,,,7,752,833,,,,,,
406,13682.0,,,,,,,,,,9,819,612,,,,,,,8,669,680,,,,,,,,,,,,,,,,7,738,827,,,,,,
407,13713.7,,,,,,,,,,9,809,609,,,,,,,8,658,673,,,,,,,,,,,,,,,,7,724,822,,,,,,
408,13749.7,,,,,,,,,,9,799,604,,,,,,,8,647,666,,,,,,,,,,,,,,,,7,711,816,,,,,,
409,13781.7,,,,,,,,,,9,789,601,,,,,,,8,636,659,,,,,,,,,,,,,,,,7,697,810,,,,,,
410,13816.8,,,,,,,,,,9,780,597,,,,,,,8,626,653,,,,,,,,,,,,,,,,7,683,805,,,,,,
411,13850.9,,,,,,,,,,9,769,594,,,,,,,8,614,647,,,,,,,,,,,,,,,,7,670,800,,,,,,
412,13881.9,,,,,,,,,,9,760,590,,,,,,,8,605,641,,,,,,,,,,,,,,,,7,656,795,,,,,,
413,13916.6,,,,,,,,,,9,750,586,,,,,,,8,594,634,,,,,,,,,,,,,,,,7,643,789,,,,,,
414,13952.8,,,,,,,,,,9,740,583,,,,,,,8,583,628,,,,,,,,,,,,,,,,7,630,784,,,,,,
415,13982.7,,,,,,,,,,9,730,580,,,,,,,8,573,622,,,,,,,,,,,,,,,,7,616,778,,,,,,
