frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,135.4,62,188,557,,,,,,,,,,,,,,,,58,584,873,,,,,,,,,,,,,,,
1,135.4,31,77,174,,,,,,,,,,,,,,,,51,460,109,,,,,,,,,,,,,,,
2,237.5,38,88,174,,,,,,,,,,,,,,,,44,464,119,,,,,,,,,,,,,,,
3,260.7,36,78,169,,,,,,,,,,,,,,,,40,457,117,,,,,,,,,,,,,,,
4,288.5,35,84,165,,,,,,,,,,,,,,,,57,205,23,,,,,,,,,,,,,,,
5,302.6,,,,,,,,,,13,317,181,,,,,,,10,413,191,,,,,,,13,1090,686,,,,,,
6,315.9,,,,,,,,,,12,316,181,,,,,,,11,413,192,,,,,,,,,,,,,,,
7,326.8,,,,,,,,,,12,317,183,,,,,,,11,413,190,,,,,,,,,,,,,,,
8,335.9,,,,,,,,,,13,317,181,,,,,,,12,415,191,,,,,,,11,1086,684,,,,,,
9,343.9,,,,,,,,,,14,317,181,,,,,,,12,415,190,,,,,,,14,1090,686,,,,,,
10,352.2,,,,,,,,,,14,317,181,,,,,,,11,415,191,,,,,,,13,1089,686,,,,,,
11,381.2,,,,,,,,,,14,317,182,,,,,,,12,415,191,,,,,,,13,1090,686,,,,,,
12,413.5,,,,,,,,,,14,317,182,,,,,,,12,415,191,,,,,,,13,1089,686,,,,,,
13,449.2,,,,,,,,,,14,317,182,,,,,,,12,415,191,,,,,,,14,1090,686,,,,,,
14,481.7,,,,,,,,,,14,317,182,,,,,,,12,415,192,,,,,,,14,1090,686,,,,,,
15,513.5,,,,,,,,,,14,317,180,,,,,,,11,416,191,,,,,,,14,1090,686,,,,,,
16,549.5,,,,,,,,,,14,317,181,,,,,,,11,415,191,,,,,,,14,1090,686,,,,,,
17,581.4,,,,,,,,,,14,317,182,,,,,,,12,415,191,,,,,,,14,1090,686,,,,,,
18,613.7,,,,,,,,,,14,317,181,,,,,,,11,416,191,,,,,,,13,1090,686,,,,,,
19,649.2,,,,,,,,,,15,317,180,,,,,,,11,415,191,,,,,,,13,1089,686,,,,,,
20,681.7,,,,,,,,,,14,317,182,,,,,,,11,415,192,,,,,,,14,1090,686,,,,,,
21,713.3,,,,,,,,,,14,317,181,,,,,,,12,415,191,,,,,,,14,1090,686,,,,,,
22,750.2,,,,,,,,,,14,317,181,,,,,,,11,415,192,,,,,,,14,1090,686,,,,,,
23,789.4,,,,,,,,,,14,317,181,,,,,,,11,416,191,,,,,,,14,1090,686,,,,,,
24,820.4,,,,,,,,,,14,317,181,,,,,,,11,415,191,,,,,,,14,1090,686,,,,,,
25,849.1,,,,,,,,,,14,317,182,,,,,,,11,416,192,,,,,,,13,1090,686,,,,,,
26,881.7,,,,,,,,,,14,317,182,,,,,,,11,416,191,,,,,,,14,1090,686,,,,,,
27,915.4,,,,,,,,,,14,317,182,,,,,,,11,416,191,,,,,,,14,1090,686,,,,,,
28,949.3,,,,,,,,,,14,317,180,,,,,,,12,415,191,,,,,,,13,1090,686,,,,,,
29,994.3,,,,,,,,,,14,317,181,,,,,,,11,415,191,,,,,,,14,1090,686,,,,,,
30,1013.7,,,,,,,,,,14,317,181,,,,,,,11,415,191,,,,,,,14,1090,686,,,,,,
31,1049.5,,,,,,,,,,14,317,181,,,,,,,11,416,191,,,,,,,14,1090,686,,,,,,
32,1081.4,,,,,,,,,,14,317,181,,,,,,,11,416,192,,,,,,,13,1090,686,,,,,,
33,1113.5,,,,,,,,,,14,317,181,,,,,,,11,415,191,,,,,,,14,1090,686,,,,,,
34,1149.3,,,,,,,,,,14,317,180,,,,,,,11,415,192,,,,,,,14,1090,686,,,,,,
35,1183.7,,,,,,,,,,14,317,181,,,,,,,11,415,192,,,,,,,13,1090,685,,,,,,
36,1213.3,,,,,,,,,,14,317,181,,,,,,,11,415,191,,,,,,,13,1090,685,,,,,,
37,1249.4,,,,,,,,,,15,317,180,,,,,,,11,415,191,,,,,,,13,1090,686,,,,,,
38,1282.3,,,,,,,,,,15,317,180,,,,,,,11,415,191,,,,,,,13,1090,686,,,,,,
39,1315.2,,,,,,,,,,15,317,180,,,,,,,11,415,192,,,,,,,13,1090,686,,,,,,
