frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,130.8,41,22,35,,,,,,,,,,,,,,,,53,957,515,,,,,,,,,,,,,,,
1,130.8,41,22,35,,,,,,,,,,,,,,,,42,554,275,,,,,,,,,,,,,,,
2,229.7,41,22,35,,,,,,,,,,,,,,,,61,1035,794,,,,,,,,,,,,,,,
3,251.6,40,20,36,,,,,,,,,,,,,,,,65,997,566,,,,,,,,,,,,,,,
4,269.7,44,22,38,,,,,,,,,,,,,,,,59,444,114,,,,,,,,,,,,,,,
5,287.3,,,,,,,,,,14,118,434,,,,,,,,,,,,,,,,15,1020,674,,,,,,
6,298.6,,,,,,,,,,13,116,433,,,,,,,,,,,,,,,,,,,,,,,,
7,317.2,,,,,,,,,,14,118,434,,,,,,,,,,,,,,,,,,,,,,,,
8,328.9,,,,,,,,,,10,118,428,,,,,,,,,,,,,,,,10,1016,667,,,,,,
9,351.5,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,675,,,,,,
10,368.2,,,,,,,,,,15,118,433,,,,,,,,,,,,,,,,14,1020,675,,,,,,
11,378.1,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,675,,,,,,
12,405.1,,,,,,,,,,15,118,435,,,,,,,,,,,,,,,,15,1019,675,,,,,,
13,441.2,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,675,,,,,,
14,473.2,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,675,,,,,,
15,510.0,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,676,,,,,,
16,541.3,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,676,,,,,,
17,573.4,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,676,,,,,,
18,606.4,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,675,,,,,,
19,641.4,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,675,,,,,,
20,674.3,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,676,,,,,,
21,705.8,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,675,,,,,,
22,741.5,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,675,,,,,,
23,773.3,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,675,,,,,,
24,805.2,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,675,,,,,,
25,841.0,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,675,,,,,,
26,873.1,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,676,,,,,,
27,912.0,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,675,,,,,,
28,943.3,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,675,,,,,,
29,973.3,,,,,,,,,,15,118,433,,,,,,,,,,,,,,,,15,1019,675,,,,,,
30,1005.3,,,,,,,,,,15,118,433,,,,,,,,,,,,,,,,15,1019,675,,,,,,
31,1041.1,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,675,,,,,,
32,1080.6,,,,,,,,,,15,118,435,,,,,,,,,,,,,,,,15,1019,675,,,,,,
33,1105.7,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,675,,,,,,
34,1141.6,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,676,,,,,,
35,1179.1,,,,,,,,,,15,118,435,,,,,,,,,,,,,,,,15,1019,675,,,,,,
36,1205.6,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,675,,,,,,
37,1242.5,,,,,,,,,,15,118,434,,,,,,,,,,,,,,,,15,1019,675,,,,,,
38,1274.7,,,,,,,,,,15,118,435,,,,,,,,,,,,,,,,15,1019,676,,,,,,
39,1306.8,,,,,,,,,,15,118,435,,,,,,,,,,,,,,,,15,1019,676,,,,,,
40,1341.6,,,,,,,,,,15,118,435,,,,,,,,,,,,,,,,15,1019,675,,,,,,
41,1373.8,,,,,,,,,,15,118,435,,,,,,,,,,,,,,,,15,1019,675,,,,,,
42,1405.5,,,,,,,,,,15,118,435,,,,,,,,,,,,,,,,15,1019,676,,,,,,
43,1440.9,,,,,,,,,,15,118,435,,,,,,,,,,,,,,,,15,1019,675,,,,,,
44,1473.2,,,,,,,,,,15,118,435,,,,,,,,,,,,,,,,15,1019,675,,,,,,
45,1505.4,,,,,,,,,,15,118,435,,,,,,,,,,,,,,,,15,1019,675,,,,,,
