frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
55,1874.4,,,,,,,,,,15,318,179,,,,,,,11,421,194,,,,,,,13,1090,686,,,,,,
56,1906.4,,,,,,,,,,14,318,181,,,,,,,11,430,199,,,,,,,13,1090,686,,,,,,
57,1938.1,,,,,,,,,,13,317,182,,,,,,,11,442,209,,,,,,,13,1090,686,,,,,,
58,1977.9,,,,,,,,,,13,317,181,,,,,,,11,457,218,,,,,,,13,1090,686,,,,,,
59,2006.1,,,,,,,,,,13,317,181,,,,,,,11,475,230,,,,,,,13,1090,686,,,,,,
60,2038.1,,,,,,,,,,13,317,182,,,,,,,11,496,245,,,,,,,14,1090,686,,,,,,
61,2074.0,,,,,,,,,,13,317,182,,,,,,,10,521,261,,,,,,,13,1090,686,,,,,,
62,2106.0,,,,,,,,,,13,317,181,,,,,,,10,548,280,,,,,,,14,1090,686,,,,,,
63,2138.2,,,,,,,,,,13,317,180,,,,,,,10,580,302,,,,,,,14,1090,685,,,,,,
64,2174.4,,,,,,,,,,13,317,181,,,,,,,10,613,322,,,,,,,13,1090,686,,,,,,
65,2206.2,,,,,,,,,,13,317,181,,,,,,,9,651,347,,,,,,,13,1090,686,,,,,,
66,2238.0,,,,,,,,,,13,317,182,,,,,,,9,693,375,,,,,,,14,1090,686,,,,,,
67,2274.0,,,,,,,,,,13,317,180,,,,,,,10,736,403,,,,,,,13,1089,686,,,,,,
68,2306.1,,,,,,,,,,13,317,180,,,,,,,8,785,434,,,,,,,13,1090,686,,,,,,
69,2338.0,,,,,,,,,,13,317,181,,,,,,,10,836,468,,,,,,,13,1090,685,,,,,,
70,2374.6,,,,,,,,,,13,317,180,,,,,,,10,892,504,,,,,,,13,1090,685,,,,,,
71,2406.1,,,,,,,,,,13,317,181,,,,,,,10,952,543,,,,,,,13,1090,686,,,,,,
72,2438.2,,,,,,,,,,13,317,180,,,,,,,9,1016,582,,,,,,,13,1090,685,,,,,,
73,2474.4,,,,,,,,,,13,317,180,,,,,,,11,1083,623,,,,,,,14,1090,685,,,,,,
74,2506.8,,,,,,,,,,13,318,181,,,,,,,,,,,,,,,,13,1090,686,,,,,,
75,2538.1,,,,,,,,,,13,317,182,,,,,,,,,,,,,,,,13,1090,685,,,,,,
76,2574.1,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,13,1090,686,,,,,,
77,2606.3,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,13,1090,685,,,,,,
78,2638.1,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
79,2674.2,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,686,,,,,,
80,2707.8,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
81,2738.1,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,13,1090,686,,,,,,
82,2774.0,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
83,2806.0,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
84,2838.2,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
85,2874.2,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
