frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,127.5,,,,,,,,,,13,160,447,,,,,,,,,,,,,,,,14,1085,685,,,,,,
1,127.5,,,,,,,,,,14,160,447,,,,,,,,,,,,,,,,14,1085,685,,,,,,
2,244.2,11,70,9,,,,,,,,,,,,,,,,39,337,166,,,,,,,,,,,,,,,
3,267.4,13,165,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,286.0,18,169,331,,,,,,,,,,,,,,,,16,275,122,,,,,,,,,,,,,,,
5,298.9,,,,,,,,,,14,160,446,,,,,,,,,,,,,,,,15,1085,686,,,,,,
6,317.5,,,,,,,,,,14,160,446,,,,,,,,,,,,,,,,,,,,,,,,
7,326.7,,,,,,,,,,14,160,447,,,,,,,,,,,,,,,,,,,,,,,,
8,336.6,,,,,,,,,,14,160,447,,,,,,,,,,,,,,,,,,,,,,,,
9,347.0,,,,,,,,,,15,160,447,,,,,,,13,273,447,,,,,,,14,1084,685,,,,,,
10,357.9,,,,,,,,,,14,160,447,,,,,,,13,273,446,,,,,,,14,1084,686,,,,,,
11,374.0,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,14,1084,685,,,,,,
12,408.5,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,14,1084,685,,,,,,
13,443.9,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,14,1084,684,,,,,,
14,474.3,,,,,,,,,,14,160,447,,,,,,,12,273,446,,,,,,,14,1084,685,,,,,,
15,507.0,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,14,1084,685,,,,,,
16,574.3,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,14,1084,685,,,,,,
17,574.3,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,15,1084,686,,,,,,
18,606.6,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,14,1084,685,,,,,,
19,642.1,,,,,,,,,,14,160,447,,,,,,,12,273,446,,,,,,,14,1084,686,,,,,,
20,674.0,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,14,1084,686,,,,,,
21,706.6,,,,,,,,,,14,160,447,,,,,,,12,273,446,,,,,,,14,1084,685,,,,,,
22,743.4,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,15,1084,686,,,,,,
23,774.4,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,15,1084,686,,,,,,
24,806.4,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,15,1085,685,,,,,,
25,841.9,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,14,1084,685,,,,,,
26,873.8,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,14,1084,685,,,,,,
27,906.4,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,15,1084,686,,,,,,
28,941.8,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,15,1085,685,,,,,,
29,973.6,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,14,1084,685,,,,,,
30,1006.1,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,14,1084,685,,,,,,
31,1041.7,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,15,1084,686,,,,,,
32,1073.8,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,14,1084,685,,,,,,
33,1106.0,,,,,,,,,,15,160,447,,,,,,,12,273,446,,,,,,,14,1085,685,,,,,,
34,1142.1,,,,,,,,,,15,160,447,,,,,,,12,273,447,,,,,,,14,1084,686,,,,,,
