frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,144.7,64,38,52,,,,,,,,,,,,,,,,55,478,826,,,,,,,,,,,,,,,
1,144.7,10,1053,136,,,,,,,,,,,,,,,,65,48,953,,,,,,,,,,,,,,,
2,254.1,64,40,50,,,,,,,,,,,,,,,,56,567,784,,,,,,,,,,,,,,,
3,276.7,52,18,51,,,,,,,,,,,,,,,,60,841,563,,,,,,,,,,,,,,,
4,306.7,54,20,51,,,,,,,,,,,,,,,,60,442,113,,,,,,,,,,,,,,,
5,322.3,,,,,,,,,,8,112,433,,,,,,,,,,,,,,,,14,1062,687,,,,,,
6,337.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1061,688,,,,,,
8,357.1,,,,,,,,,,9,114,443,,,,,,,,,,,,,,,,9,1062,695,,,,,,
9,366.9,,,,,,,,,,15,118,439,,,,,,,13,278,423,,,,,,,14,1062,688,,,,,,
10,376.1,,,,,,,,,,15,118,439,,,,,,,13,277,422,,,,,,,14,1062,688,,,,,,
11,385.4,,,,,,,,,,15,118,439,,,,,,,13,278,422,,,,,,,14,1062,687,,,,,,
12,413.8,,,,,,,,,,15,118,439,,,,,,,13,278,422,,,,,,,14,1062,687,,,,,,
13,446.0,,,,,,,,,,15,118,440,,,,,,,13,277,422,,,,,,,14,1062,688,,,,,,
14,482.1,,,,,,,,,,15,118,440,,,,,,,13,278,422,,,,,,,14,1062,687,,,,,,
15,513.5,,,,,,,,,,15,118,439,,,,,,,13,278,423,,,,,,,14,1062,687,,,,,,
16,545.9,,,,,,,,,,15,118,439,,,,,,,13,278,422,,,,,,,14,1062,688,,,,,,
17,581.9,,,,,,,,,,15,118,440,,,,,,,13,278,422,,,,,,,14,1062,687,,,,,,
18,613.9,,,,,,,,,,15,118,439,,,,,,,13,278,422,,,,,,,14,1062,688,,,,,,
19,647.7,,,,,,,,,,15,118,439,,,,,,,13,278,422,,,,,,,14,1062,687,,,,,,
20,682.4,,,,,,,,,,15,118,439,,,,,,,13,278,422,,,,,,,14,1062,687,,,,,,
21,713.9,,,,,,,,,,15,118,439,,,,,,,13,278,423,,,,,,,14,1062,687,,,,,,
