frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,131.8,10,11,229,,,,,,,,,,,,,,,,59,786,980,,,,,,,,,,,,,,,
1,131.8,14,15,221,,,,,,,,,,,,,,,,45,836,881,,,,,,,,,,,,,,,
2,237.7,12,51,363,,,,,,,,,,,,,,,,55,447,112,,,,,,,,,,,,,,,
3,259.3,,,,,,,,,,,,,,,,,,,53,252,986,,,,,,,,,,,,,,,
4,276.6,13,53,364,,,,,,,,,,,,,,,,54,441,120,,,,,,,,,,,,,,,
5,292.1,,,,,,,,,,14,142,417,,,,,,,,,,,,,,,,14,1068,686,,,,,,
6,305.4,,,,,,,,,,8,141,409,,,,,,,,,,,,,,,,,,,,,,,,
7,317.6,,,,,,,,,,13,141,416,,,,,,,,,,,,,,,,,,,,,,,,
8,328.5,,,,,,,,,,14,141,416,,,,,,,10,308,414,,,,,,,,,,,,,,,
9,338.0,,,,,,,,,,15,142,417,,,,,,,13,311,408,,,,,,,14,1068,687,,,,,,
10,346.9,,,,,,,,,,14,142,417,,,,,,,12,312,409,,,,,,,14,1068,686,,,,,,
11,370.7,,,,,,,,,,14,142,417,,,,,,,12,311,409,,,,,,,14,1068,687,,,,,,
12,406.4,,,,,,,,,,15,142,417,,,,,,,13,312,409,,,,,,,14,1068,687,,,,,,
13,438.5,,,,,,,,,,14,142,417,,,,,,,13,312,409,,,,,,,14,1068,687,,,,,,
14,470.7,,,,,,,,,,14,142,417,,,,,,,12,312,408,,,,,,,14,1068,686,,,,,,
15,506.9,,,,,,,,,,14,142,417,,,,,,,13,311,408,,,,,,,14,1068,687,,,,,,
16,538.6,,,,,,,,,,14,142,417,,,,,,,13,312,409,,,,,,,14,1068,686,,,,,,
17,574.2,,,,,,,,,,14,142,417,,,,,,,13,311,409,,,,,,,14,1068,687,,,,,,
18,606.7,,,,,,,,,,14,142,417,,,,,,,12,311,409,,,,,,,14,1068,686,,,,,,
19,638.6,,,,,,,,,,14,142,417,,,,,,,13,312,409,,,,,,,14,1068,687,,,,,,
20,670.8,,,,,,,,,,14,142,417,,,,,,,13,311,408,,,,,,,14,1068,686,,,,,,
21,713.5,,,,,,,,,,14,142,417,,,,,,,13,312,409,,,,,,,14,1068,686,,,,,,
22,742.6,,,,,,,,,,14,142,417,,,,,,,13,312,409,,,,,,,14,1068,687,,,,,,
