frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,138.3,14,159,227,,,,,,,,,,,,,,,,49,524,829,,,,,,,,,,,,,,,
1,138.3,31,116,253,,,,,,,,,,,,,,,,48,231,787,,,,,,,,,,,,,,,
2,249.6,12,70,374,,,,,,,,,,,,,,,,52,138,989,,,,,,,,,,,,,,,
3,270.5,8,1051,121,,,,,,,,,,,,,,,,25,69,19,,,,,,,,,,,,,,,
4,287.2,21,52,380,,,,,,,,,,,,,,,,64,152,376,,,,,,,,,,,,,,,
5,306.2,,,,,,,,,,14,160,448,,,,,,,,,,,,,,,,14,1084,685,,,,,,
6,306.2,,,,,,,,,,11,159,447,,,,,,,,,,,,,,,,,,,,,,,,
7,317.5,,,,,,,,,,13,161,450,,,,,,,,,,,,,,,,10,1088,692,,,,,,
8,327.2,,,,,,,,,,13,161,450,,,,,,,,,,,,,,,,9,1081,693,,,,,,
9,336.4,,,,,,,,,,15,160,448,,,,,,,13,275,447,,,,,,,14,1084,685,,,,,,
10,346.9,,,,,,,,,,15,160,449,,,,,,,13,275,447,,,,,,,14,1084,685,,,,,,
11,381.5,,,,,,,,,,14,160,449,,,,,,,12,276,447,,,,,,,14,1084,685,,,,,,
12,413.4,,,,,,,,,,14,160,449,,,,,,,12,276,448,,,,,,,14,1084,685,,,,,,
13,446.3,,,,,,,,,,14,160,449,,,,,,,12,276,448,,,,,,,14,1084,685,,,,,,
14,485.4,,,,,,,,,,15,160,448,,,,,,,12,275,448,,,,,,,14,1084,684,,,,,,
15,514.0,,,,,,,,,,15,160,449,,,,,,,12,276,448,,,,,,,14,1084,685,,,,,,
16,546.0,,,,,,,,,,15,160,448,,,,,,,13,275,448,,,,,,,14,1084,685,,,,,,
17,613.9,,,,,,,,,,15,160,448,,,,,,,12,276,448,,,,,,,15,1085,685,,,,,,
18,647.2,,,,,,,,,,14,160,449,,,,,,,13,276,448,,,,,,,15,1085,685,,,,,,
19,681.7,,,,,,,,,,15,160,449,,,,,,,13,276,448,,,,,,,14,1085,686,,,,,,
20,720.5,,,,,,,,,,15,160,449,,,,,,,13,275,448,,,,,,,14,1084,685,,,,,,
21,769.7,,,,,,,,,,15,160,449,,,,,,,12,276,448,,,,,,,14,1085,686,,,,,,
22,783.4,,,,,,,,,,14,160,448,,,,,,,12,275,448,,,,,,,14,1084,685,,,,,,
23,815.0,,,,,,,,,,14,160,449,,,,,,,12,276,448,,,,,,,14,1085,685,,,,,,
24,846.3,,,,,,,,,,14,160,449,,,,,,,12,276,448,,,,,,,14,1084,685,,,,,,
25,881.9,,,,,,,,,,15,160,449,,,,,,,12,276,448,,,,,,,15,1085,686,,,,,,
26,913.7,,,,,,,,,,15,160,449,,,,,,,12,276,448,,,,,,,14,1084,685,,,,,,
27,946.8,,,,,,,,,,15,160,449,,,,,,,12,276,448,,,,,,,14,1085,686,,,,,,
28,981.7,,,,,,,,,,15,160,449,,,,,,,12,276,448,,,,,,,14,1084,685,,,,,,
