frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,135.7,49,21,460,,,,,,,,,,,,,,,,45,1089,779,,,,,,,,,,,,,,,
1,135.7,45,14,43,,,,,,,,,,,,,,,,64,811,986,,,,,,,,,,,,,,,
2,232.1,44,16,41,,,,,,,,,,,,,,,,26,453,79,,,,,,,,,,,,,,,
3,255.5,42,11,47,,,,,,,,,,,,,,,,39,684,510,,,,,,,,,,,,,,,
4,275.9,42,9,50,,,,,,,,,,,,,,,,56,236,1004,,,,,,,,,,,,,,,
5,287.2,,,,,,,,,,13,317,181,,,,,,,,,,,,,,,,14,1090,685,,,,,,
6,302.0,,,,,,,,,,11,320,180,,,,,,,11,416,189,,,,,,,7,1092,678,,,,,,
7,317.2,,,,,,,,,,13,318,182,,,,,,,11,416,190,,,,,,,,,,,,,,,
8,327.4,,,,,,,,,,12,316,181,,,,,,,11,416,189,,,,,,,9,1091,689,,,,,,
9,336.9,,,,,,,,,,14,317,180,,,,,,,12,417,189,,,,,,,14,1090,685,,,,,,
10,349.1,,,,,,,,,,14,317,179,,,,,,,12,417,190,,,,,,,13,1090,686,,,,,,
11,380.7,,,,,,,,,,14,317,180,,,,,,,11,417,190,,,,,,,13,1090,685,,,,,,
12,412.9,,,,,,,,,,14,317,181,,,,,,,11,418,190,,,,,,,13,1090,686,,,,,,
13,448.7,,,,,,,,,,15,317,179,,,,,,,12,417,191,,,,,,,13,1090,686,,,,,,
14,485.8,,,,,,,,,,14,317,181,,,,,,,11,417,191,,,,,,,13,1090,686,,,,,,
15,513.4,,,,,,,,,,14,317,181,,,,,,,11,417,190,,,,,,,13,1090,686,,,,,,
16,545.7,,,,,,,,,,14,317,180,,,,,,,12,417,190,,,,,,,14,1090,685,,,,,,
17,581.3,,,,,,,,,,15,317,179,,,,,,,12,417,191,,,,,,,13,1090,686,,,,,,
18,615.2,,,,,,,,,,14,317,180,,,,,,,12,417,190,,,,,,,13,1090,686,,,,,,
19,651.2,,,,,,,,,,14,317,181,,,,,,,12,417,191,,,,,,,14,1090,685,,,,,,
20,681.4,,,,,,,,,,14,317,181,,,,,,,11,418,190,,,,,,,13,1090,686,,,,,,
21,713.2,,,,,,,,,,14,317,181,,,,,,,12,417,190,,,,,,,13,1090,686,,,,,,
22,745.9,,,,,,,,,,15,316,180,,,,,,,12,417,191,,,,,,,13,1090,686,,,,,,
23,781.4,,,,,,,,,,14,317,181,,,,,,,11,417,190,,,,,,,13,1089,686,,,,,,
24,817.9,,,,,,,,,,14,317,181,,,,,,,12,417,191,,,,,,,13,1090,686,,,,,,
25,881.3,,,,,,,,,,15,317,180,,,,,,,11,417,190,,,,,,,13,1090,686,,,,,,
26,914.7,,,,,,,,,,15,317,179,,,,,,,11,417,191,,,,,,,13,1090,686,,,,,,
