frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,140.1,20,450,696,,,,,,,,,,,,,,,,57,1096,770,,,,,,,,,,,,,,,
1,140.1,8,1056,122,,,,,,,,,,,,,,,,29,777,770,,,,,,,,,,,,,,,
2,249.9,12,278,162,,,,,,,,,,,,,,,,26,143,401,,,,,,,,,,,,,,,
3,271.8,7,280,164,,,,,,,,,,,,,,,,61,381,112,,,,,,,,,,,,,,,
4,294.3,,,,,,,,,,,,,,,,,,,51,163,371,,,,,,,,,,,,,,,
5,307.2,,,,,,,,,,13,237,266,,,,,,,10,378,307,,,,,,,15,1086,687,,,,,,
6,322.4,,,,,,,,,,13,238,266,,,,,,,,,,,,,,,,,,,,,,,,
7,332.3,,,,,,,,,,13,237,266,,,,,,,,,,,,,,,,,,,,,,,,
8,342.2,,,,,,,,,,13,238,265,,,,,,,,,,,,,,,,,,,,,,,,
9,356.1,,,,,,,,,,14,237,266,,,,,,,12,379,307,,,,,,,14,1086,687,,,,,,
10,363.5,,,,,,,,,,13,237,266,,,,,,,12,378,306,,,,,,,14,1086,687,,,,,,
11,372.0,,,,,,,,,,14,237,267,,,,,,,12,379,307,,,,,,,14,1086,687,,,,,,
12,404.6,,,,,,,,,,14,237,267,,,,,,,12,378,307,,,,,,,14,1086,687,,,,,,
13,436.5,,,,,,,,,,13,237,267,,,,,,,12,378,307,,,,,,,14,1086,687,,,,,,
14,468.8,,,,,,,,,,13,237,267,,,,,,,12,378,307,,,,,,,15,1086,688,,,,,,
15,504.4,,,,,,,,,,13,237,267,,,,,,,12,378,307,,,,,,,14,1086,687,,,,,,
16,538.0,,,,,,,,,,14,237,267,,,,,,,12,379,307,,,,,,,14,1086,687,,,,,,
17,580.0,,,,,,,,,,14,237,267,,,,,,,12,378,307,,,,,,,15,1086,688,,,,,,
18,614.6,,,,,,,,,,13,237,267,,,,,,,12,378,307,,,,,,,15,1086,687,,,,,,
19,637.0,,,,,,,,,,14,237,267,,,,,,,12,379,307,,,,,,,15,1086,688,,,,,,
20,668.9,,,,,,,,,,14,237,267,,,,,,,12,378,306,,,,,,,14,1086,687,,,,,,
21,704.5,,,,,,,,,,14,237,267,,,,,,,12,378,307,,,,,,,15,1086,688,,,,,,
22,737.0,,,,,,,,,,13,237,267,,,,,,,12,378,307,,,,,,,15,1086,688,,,,,,
23,769.8,,,,,,,,,,14,237,267,,,,,,,12,378,307,,,,,,,15,1086,688,,,,,,
24,804.7,,,,,,,,,,13,237,267,,,,,,,12,379,307,,,,,,,15,1086,688,,,,,,
25,836.9,,,,,,,,,,13,237,267,,,,,,,12,378,307,,,,,,,15,1086,688,,,,,,
26,868.9,,,,,,,,,,13,237,267,,,,,,,12,379,307,,,,,,,14,1086,687,,,,,,
27,911.7,,,,,,,,,,14,237,267,,,,,,,12,379,307,,,,,,,15,1086,688,,,,,,
28,936.8,,,,,,,,,,13,237,267,,,,,,,12,378,307,,,,,,,15,1086,687,,,,,,
29,968.9,,,,,,,,,,13,237,267,,,,,,,11,379,307,,,,,,,15,1086,688,,,,,,
30,1004.7,,,,,,,,,,14,237,266,,,,,,,12,379,307,,,,,,,15,1086,688,,,,,,
31,1036.9,,,,,,,,,,14,237,267,,,,,,,12,379,307,,,,,,,14,1086,687,,,,,,
32,1071.6,,,,,,,,,,14,237,267,,,,,,,12,378,307,,,,,,,15,1086,688,,,,,,
33,1104.4,,,,,,,,,,14,237,267,,,,,,,12,378,307,,,,,,,15,1086,688,,,,,,
34,1147.1,,,,,,,,,,13,237,267,,,,,,,11,379,307,,,,,,,15,1086,688,,,,,,
35,1168.8,,,,,,,,,,14,237,267,,,,,,,12,379,307,,,,,,,14,1086,687,,,,,,
36,1204.4,,,,,,,,,,14,237,267,,,,,,,11,379,307,,,,,,,14,1086,687,,,,,,
37,1237.0,,,,,,,,,,14,237,267,,,,,,,11,379,307,,,,,,,14,1086,687,,,,,,
38,1268.8,,,,,,,,,,14,237,267,,,,,,,12,378,307,,,,,,,14,1086,687,,,,,,
39,1304.5,,,,,,,,,,14,237,267,,,,,,,11,379,307,,,,,,,14,1086,687,,,,,,
40,1336.9,,,,,,,,,,14,237,267,,,,,,,12,379,307,,,,,,,14,1086,687,,,,,,
41,1368.9,,,,,,,,,,14,237,267,,,,,,,12,378,307,,,,,,,14,1086,687,,,,,,
42,1404.5,,,,,,,,,,13,237,267,,,,,,,11,379,307,,,,,,,15,1086,688,,,,,,
43,1436.8,,,,,,,,,,14,237,267,,,,,,,12,378,307,,,,,,,14,1086,687,,,,,,
44,1468.9,,,,,,,,,,13,237,267,,,,,,,11,379,307,,,,,,,14,1086,687,,,,,,
45,1504.7,,,,,,,,,,14,237,267,,,,,,,11,379,307,,,,,,,14,1086,687,,,,,,
46,1537.2,,,,,,,,,,13,237,267,,,,,,,12,378,306,,,,,,,15,1086,688,,,,,,
47,1572.4,,,,,,,,,,14,237,267,,,,,,,12,378,307,,,,,,,14,1086,688,,,,,,
48,1604.8,,,,,,,,,,14,237,267,,,,,,,12,378,307,,,,,,,14,1086,687,,,,,,
49,1636.7,,,,,,,,,,14,237,267,,,,,,,11,379,307,,,,,,,14,1086,687,,,,,,
50,1672.6,,,,,,,,,,13,237,267,,,,,,,11,379,307,,,,,,,15,1086,688,,,,,,
51,1704.6,,,,,,,,,,13,237,267,,,,,,,12,378,307,,,,,,,14,1086,687,,,,,,
52,1736.7,,,,,,,,,,14,237,267,,,,,,,12,379,307,,,,,,,14,1086,688,,,,,,
53,1772.9,,,,,,,,,,13,237,267,,,,,,,12,378,307,,,,,,,14,1086,687,,,,,,
54,1807.7,,,,,,,,,,14,237,267,,,,,,,12,379,307,,,,,,,14,1086,687,,,,,,
55,1837.1,,,,,,,,,,13,237,267,,,,,,,12,379,307,,,,,,,14,1085,688,,,,,,
56,1872.6,,,,,,,,,,13,237,266,,,,,,,12,381,308,,,,,,,14,1086,687,,,,,,
57,1904.9,,,,,,,,,,13,237,267,,,,,,,11,385,310,,,,,,,14,1086,687,,,,,,
58,1939.6,,,,,,,,,,14,237,265,,,,,,,12,392,314,,,,,,,14,1086,688,,,,,,
59,1972.4,,,,,,,,,,13,237,267,,,,,,,11,401,319,,,,,,,14,1086,687,,,,,,
